x	y
757	0.191603
758	0.191605
759	0.191606
760	0.191608
761	0.191609
762	0.19161
763	0.191613
764	0.191615
765	0.191617
766	0.191619
767	0.191622
768	0.191625
769	0.191627
770	0.191629
771	0.191631
772	0.191633
773	0.191635
774	0.191636
775	0.191637
776	0.191639
777	0.19164
778	0.191641
779	0.191642
780	0.191643
781	0.191645
782	0.191646
783	0.191648
784	0.191649
785	0.19165
786	0.191651
787	0.191653
788	0.191655
789	0.191656
790	0.191658
791	0.191659
792	0.191662
793	0.191664
794	0.191667
795	0.191669
796	0.191671
797	0.191673
798	0.191676
799	0.191678
800	0.191681
801	0.187805
802	0.187807
803	0.187809
804	0.187811
805	0.187813
806	0.187814
807	0.187816
808	0.187818
809	0.187819
810	0.18782
811	0.187822
812	0.187823
813	0.187825
814	0.187827
815	0.187829
816	0.187831
817	0.187832
818	0.187833
819	0.187835
820	0.187836
821	0.187837
822	0.187838
823	0.187838
824	0.187839
825	0.187839
826	0.187839
827	0.187839
828	0.18784
829	0.18784
830	0.18784
831	0.18784
832	0.18784
833	0.187839
834	0.18784
835	0.18784
836	0.18784
837	0.18784
838	0.18784
839	0.18784
840	0.18784
841	0.18784
842	0.187841
843	0.187841
844	0.187841
845	0.187841
846	0.187841
847	0.187841
848	0.187842
849	0.187842
850	0.187842
851	0.186236
852	0.186237
853	0.186237
854	0.186238
855	0.186239
856	0.18624
857	0.186241
858	0.186242
859	0.186243
860	0.186244
861	0.186244
862	0.186245
863	0.186246
864	0.186246
865	0.186247
866	0.186247
867	0.186248
868	0.186249
869	0.18625
870	0.186253
871	0.186255
872	0.186258
873	0.18626
874	0.186262
875	0.186264
876	0.186265
877	0.186267
878	0.186268
879	0.186269
880	0.186271
881	0.186272
882	0.186273
883	0.186273
884	0.186274
885	0.186274
886	0.186275
887	0.186275
888	0.186275
889	0.186275
890	0.186276
891	0.186276
892	0.186276
893	0.186276
894	0.186276
895	0.186277
896	0.186278
897	0.186278
898	0.186279
899	0.186282
900	0.186285
901	0.185362
902	0.185365
903	0.185367
904	0.18537
905	0.185372
906	0.185374
907	0.185376
908	0.185378
909	0.18538
910	0.185381
911	0.185383
912	0.185384
913	0.185386
914	0.185388
915	0.185389
916	0.185391
917	0.185393
918	0.185395
919	0.185397
920	0.185399
921	0.1854
922	0.185402
923	0.185404
924	0.185405
925	0.185406
926	0.185408
927	0.185409
928	0.185411
929	0.185412
930	0.185414
931	0.185416
932	0.185417
933	0.185419
934	0.18542
935	0.185421
936	0.185422
937	0.185423
938	0.185424
939	0.185424
940	0.185425
941	0.185425
942	0.185426
943	0.185427
944	0.185427
945	0.185428
946	0.185428
947	0.185428
948	0.185428
949	0.185428
950	0.185429
951	0.184888
952	0.184888
953	0.184888
954	0.184888
955	0.184888
956	0.184888
957	0.184888
958	0.184888
959	0.184888
960	0.184889
961	0.184889
962	0.184888
963	0.184888
964	0.184888
965	0.184888
966	0.184888
967	0.184888
968	0.184887
969	0.184887
970	0.184887
971	0.184887
972	0.184887
973	0.184886
974	0.184886
975	0.184886
976	0.184886
977	0.184886
978	0.184886
979	0.184886
980	0.184886
981	0.184886
982	0.184887
983	0.184887
984	0.184886
985	0.184886
986	0.184885
987	0.184885
988	0.184885
989	0.184884
990	0.184884
991	0.184884
992	0.184884
993	0.184883
994	0.184883
995	0.184883
996	0.184882
997	0.184882
998	0.184882
999	0.184882
1000	0.184882
1001	0.18389
1002	0.18389
1003	0.183889
1004	0.183889
1005	0.183888
1006	0.183887
1007	0.183886
1008	0.183885
1009	0.183884
1010	0.183883
1011	0.183882
1012	0.183881
1013	0.18388
1014	0.183879
1015	0.183877
1016	0.183876
1017	0.183875
1018	0.183875
1019	0.183874
1020	0.183873
1021	0.183872
1022	0.183871
1023	0.18387
1024	0.183869
1025	0.183868
1026	0.183867
1027	0.183866
1028	0.183865
1029	0.183864
1030	0.183862
1031	0.18386
1032	0.183858
1033	0.183856
1034	0.183854
1035	0.183852
1036	0.183851
1037	0.183849
1038	0.183847
1039	0.183845
1040	0.183843
1041	0.183841
1042	0.183839
1043	0.183837
1044	0.183835
1045	0.183833
1046	0.183832
1047	0.183831
1048	0.183829
1049	0.183827
1050	0.183826
1051	0.183587
1052	0.183586
1053	0.183584
1054	0.183583
1055	0.183583
1056	0.183582
1057	0.183581
1058	0.183581
1059	0.18358
1060	0.18358
1061	0.183579
1062	0.183579
1063	0.183578
1064	0.183577
1065	0.183576
1066	0.183576
1067	0.183575
1068	0.183575
1069	0.183575
1070	0.183575
1071	0.183575
1072	0.183574
1073	0.183574
1074	0.183574
1075	0.183573
1076	0.183572
1077	0.183573
1078	0.183573
1079	0.183574
1080	0.183575
1081	0.183576
1082	0.183576
1083	0.183576
1084	0.183576
1085	0.183576
1086	0.183576
1087	0.183576
1088	0.183575
1089	0.183575
1090	0.183574
1091	0.183574
1092	0.183574
1093	0.183574
1094	0.183573
1095	0.183573
1096	0.183573
1097	0.183572
1098	0.183572
1099	0.183571
1100	0.183571
1101	0.183177
1102	0.183178
1103	0.183179
1104	0.183179
1105	0.18318
1106	0.183181
1107	0.183181
1108	0.183181
1109	0.183182
1110	0.183182
1111	0.183182
1112	0.183182
1113	0.183182
1114	0.183182
1115	0.183183
1116	0.183184
1117	0.183184
1118	0.183185
1119	0.183185
1120	0.183186
1121	0.183187
1122	0.183188
1123	0.183189
1124	0.18319
1125	0.18319
1126	0.183191
1127	0.183191
1128	0.183191
1129	0.183192
1130	0.183192
1131	0.183193
1132	0.183193
1133	0.183193
1134	0.183194
1135	0.183194
1136	0.183194
1137	0.183194
1138	0.183193
1139	0.183193
1140	0.183193
1141	0.183193
1142	0.183193
1143	0.183192
1144	0.183192
1145	0.183191
1146	0.183191
1147	0.183192
1148	0.183192
1149	0.183192
1150	0.183193
1151	0.183088
1152	0.183089
1153	0.183089
1154	0.183089
1155	0.183089
1156	0.183089
1157	0.18309
1158	0.18309
1159	0.18309
1160	0.18309
1161	0.18309
1162	0.18309
1163	0.18309
1164	0.18309
1165	0.18309
1166	0.18309
1167	0.18309
1168	0.18309
1169	0.18309
1170	0.18309
1171	0.18309
1172	0.18309
1173	0.18309
1174	0.183089
1175	0.183089
1176	0.183089
1177	0.183088
1178	0.183088
1179	0.183088
1180	0.183088
1181	0.183088
1182	0.183088
1183	0.183088
1184	0.183088
1185	0.183088
1186	0.183088
1187	0.183088
1188	0.183087
1189	0.183088
1190	0.183088
1191	0.183088
1192	0.183088
1193	0.183088
1194	0.183088
1195	0.183088
1196	0.183088
1197	0.183087
1198	0.183087
1199	0.183087
1200	0.183086
1201	0.182852
1202	0.182852
1203	0.182852
1204	0.182852
1205	0.182853
1206	0.182853
1207	0.182853
1208	0.182853
1209	0.182853
1210	0.182853
1211	0.182853
1212	0.182853
1213	0.182853
1214	0.182853
1215	0.182853
1216	0.182853
1217	0.182853
1218	0.182852
1219	0.182852
1220	0.182851
1221	0.182851
1222	0.182851
1223	0.182851
1224	0.182851
1225	0.18285
1226	0.182849
1227	0.182848
1228	0.182848
1229	0.182847
1230	0.182847
1231	0.182847
1232	0.182847
1233	0.182847
1234	0.182847
1235	0.182847
1236	0.182848
1237	0.182849
1238	0.18285
1239	0.182851
1240	0.182852
1241	0.182853
1242	0.182854
1243	0.182855
1244	0.182856
1245	0.182857
1246	0.182858
1247	0.182859
1248	0.18286
1249	0.182862
1250	0.182863
1251	0.182624
1252	0.182626
1253	0.182627
1254	0.182628
1255	0.182629
1256	0.18263
1257	0.18263
1258	0.182631
1259	0.182631
1260	0.182632
1261	0.182632
1262	0.182632
1263	0.182633
1264	0.182633
1265	0.182634
1266	0.182635
1267	0.182635
1268	0.182636
1269	0.182636
1270	0.182637
1271	0.182638
1272	0.182639
1273	0.18264
1274	0.182641
1275	0.182642
1276	0.182642
1277	0.182643
1278	0.182643
1279	0.182643
1280	0.182643
1281	0.182643
1282	0.182643
1283	0.182643
1284	0.182643
1285	0.182644
1286	0.182644
1287	0.182645
1288	0.182646
1289	0.182647
1290	0.182648
1291	0.182649
1292	0.18265
1293	0.18265
1294	0.182651
1295	0.182652
1296	0.182653
1297	0.182655
1298	0.182657
1299	0.182659
1300	0.182661
1301	0.1825
1302	0.182502
1303	0.182504
1304	0.182506
1305	0.182509
1306	0.182512
1307	0.182516
1308	0.182519
1309	0.182522
1310	0.182525
1311	0.182528
1312	0.182531
1313	0.182533
1314	0.182536
1315	0.182538
1316	0.182541
1317	0.182543
1318	0.182546
1319	0.182548
1320	0.18255
1321	0.182553
1322	0.182555
1323	0.182557
1324	0.182559
1325	0.182562
1326	0.182564
1327	0.182567
1328	0.182569
1329	0.182572
1330	0.182574
1331	0.182576
1332	0.182579
1333	0.182582
1334	0.182588
1335	0.182594
1336	0.182599
1337	0.182604
1338	0.182609
1339	0.182613
1340	0.182618
1341	0.182622
1342	0.182625
1343	0.182629
1344	0.182633
1345	0.182636
1346	0.182639
1347	0.182641
1348	0.182644
1349	0.182646
1350	0.182649
1351	0.182327
1352	0.182329
1353	0.182331
1354	0.182333
1355	0.182334
1356	0.182335
1357	0.182337
1358	0.182338
1359	0.18234
1360	0.182341
1361	0.182342
1362	0.182343
1363	0.182345
1364	0.182347
1365	0.182349
1366	0.182351
1367	0.182353
1368	0.182355
1369	0.182358
1370	0.18236
1371	0.182362
1372	0.182364
1373	0.182366
1374	0.182368
1375	0.18237
1376	0.182372
1377	0.182374
1378	0.182376
1379	0.182377
1380	0.182379
1381	0.18238
1382	0.182381
1383	0.182383
1384	0.182384
1385	0.182384
1386	0.182385
1387	0.182386
1388	0.182387
1389	0.182387
1390	0.182388
1391	0.182388
1392	0.182389
1393	0.18239
1394	0.18239
1395	0.18239
1396	0.182391
1397	0.182392
1398	0.182393
1399	0.182394
1400	0.182395
1401	0.181778
1402	0.181779
1403	0.181779
1404	0.18178
1405	0.18178
1406	0.18178
1407	0.181781
1408	0.181782
1409	0.181782
1410	0.181783
1411	0.181784
1412	0.181785
1413	0.181785
1414	0.181786
1415	0.181787
1416	0.181788
1417	0.181788
1418	0.181789
1419	0.18179
1420	0.181791
1421	0.181792
1422	0.181793
1423	0.181795
1424	0.181796
1425	0.181797
1426	0.181798
1427	0.181798
1428	0.181799
1429	0.1818
1430	0.1818
1431	0.181801
1432	0.181801
1433	0.181802
1434	0.181802
1435	0.181803
1436	0.181803
1437	0.181803
1438	0.181803
1439	0.181803
1440	0.181804
1441	0.181804
1442	0.181805
1443	0.181805
1444	0.181805
1445	0.181805
1446	0.181805
1447	0.181805
1448	0.181805
1449	0.181804
1450	0.181804
1451	0.181382
1452	0.181382
1453	0.181382
1454	0.181382
1455	0.181382
1456	0.181382
1457	0.181382
1458	0.181383
1459	0.181383
1460	0.181383
1461	0.181383
1462	0.181384
1463	0.181384
1464	0.181384
1465	0.181383
1466	0.181383
1467	0.181383
1468	0.181383
1469	0.181383
1470	0.181383
1471	0.181383
1472	0.181384
1473	0.181384
1474	0.181384
1475	0.181383
1476	0.181383
1477	0.181383
1478	0.181383
1479	0.181382
1480	0.181382
1481	0.181382
1482	0.181382
1483	0.181382
1484	0.181381
1485	0.181381
1486	0.18138
1487	0.18138
1488	0.18138
1489	0.18138
1490	0.18138
1491	0.181379
1492	0.181379
1493	0.181379
1494	0.181378
1495	0.181378
1496	0.181378
1497	0.181378
1498	0.181377
1499	0.181377
1500	0.181377
1501	0.180969
1502	0.180968
1503	0.180965
1504	0.180962
1505	0.180959
1506	0.180957
1507	0.180955
1508	0.180954
1509	0.180949
1510	0.180944
1511	0.18094
1512	0.180933
1513	0.180927
1514	0.180922
1515	0.18092
1516	0.180918
1517	0.180915
1518	0.180915
1519	0.180914
1520	0.180912
1521	0.180908
1522	0.180905
1523	0.180902
1524	0.180898
1525	0.180894
1526	0.180891
1527	0.180888
1528	0.180885
1529	0.180883
1530	0.180878
1531	0.180872
1532	0.180867
1533	0.180862
1534	0.180858
1535	0.180854
1536	0.180854
1537	0.180854
1538	0.180854
1539	0.180856
1540	0.180858
1541	0.18086
1542	0.180861
1543	0.180864
1544	0.180866
1545	0.180868
1546	0.180871
1547	0.180873
1548	0.180875
1549	0.180878
1550	0.18088
1551	0.180634
1552	0.180636
1553	0.180638
1554	0.18064
1555	0.180642
1556	0.180645
1557	0.180649
1558	0.180652
1559	0.180655
1560	0.180656
1561	0.180658
1562	0.180659
1563	0.180662
1564	0.180664
1565	0.180666
1566	0.180667
1567	0.180668
1568	0.180668
1569	0.180667
1570	0.180665
1571	0.180664
1572	0.180661
1573	0.180659
1574	0.180658
1575	0.180658
1576	0.180658
1577	0.180658
1578	0.180659
1579	0.180659
1580	0.18066
1581	0.180662
1582	0.180665
1583	0.180667
1584	0.180669
1585	0.180671
1586	0.180673
1587	0.180675
1588	0.180677
1589	0.180679
1590	0.180679
1591	0.180679
1592	0.180679
1593	0.180678
1594	0.180677
1595	0.180675
1596	0.180673
1597	0.180672
1598	0.18067
1599	0.180668
1600	0.180666
1601	0.180608
1602	0.180606
1603	0.180604
1604	0.180602
1605	0.180601
1606	0.180599
1607	0.180597
1608	0.180596
1609	0.180594
1610	0.180592
1611	0.180591
1612	0.18059
1613	0.180589
1614	0.180587
1615	0.180585
1616	0.180583
1617	0.180581
1618	0.180579
1619	0.180577
1620	0.180576
1621	0.180574
1622	0.180573
1623	0.180571
1624	0.18057
1625	0.180569
1626	0.180567
1627	0.180566
1628	0.180564
1629	0.180565
1630	0.180566
1631	0.180566
1632	0.180566
1633	0.180566
1634	0.180566
1635	0.180566
1636	0.180567
1637	0.180566
1638	0.180566
1639	0.180566
1640	0.180565
1641	0.180566
1642	0.180567
1643	0.180569
1644	0.180569
1645	0.180571
1646	0.180572
1647	0.180572
1648	0.180573
1649	0.180575
1650	0.180576
1651	0.1803
1652	0.180301
1653	0.180304
1654	0.180307
1655	0.18031
1656	0.180313
1657	0.180315
1658	0.180318
1659	0.180322
1660	0.180325
1661	0.180329
1662	0.180335
1663	0.18034
1664	0.180346
1665	0.180353
1666	0.18036
1667	0.180366
1668	0.180372
1669	0.180378
1670	0.180383
1671	0.180388
1672	0.180392
1673	0.180396
1674	0.1804
1675	0.180404
1676	0.180407
1677	0.180409
1678	0.180411
1679	0.180413
1680	0.180415
1681	0.180416
1682	0.180416
1683	0.180417
1684	0.180417
1685	0.180418
1686	0.180418
1687	0.180418
1688	0.180418
1689	0.180418
1690	0.180417
1691	0.180417
1692	0.180416
1693	0.180416
1694	0.180415
1695	0.180415
1696	0.180415
1697	0.180415
1698	0.180414
1699	0.180414
1700	0.180413
1701	0.180323
1702	0.180322
1703	0.180322
1704	0.180326
1705	0.18033
1706	0.180334
1707	0.180341
1708	0.180347
1709	0.180353
1710	0.180359
1711	0.180365
1712	0.18037
1713	0.180376
1714	0.180382
1715	0.180387
1716	0.180391
1717	0.180395
1718	0.180399
1719	0.180403
1720	0.180407
1721	0.180411
1722	0.180414
1723	0.180416
1724	0.180419
1725	0.180422
1726	0.180425
1727	0.180428
1728	0.180432
1729	0.180437
1730	0.180441
1731	0.180445
1732	0.180448
1733	0.180452
1734	0.180456
1735	0.18046
1736	0.180465
1737	0.180471
1738	0.180477
1739	0.180482
1740	0.180488
1741	0.180494
1742	0.180498
1743	0.180502
1744	0.180506
1745	0.180509
1746	0.180514
1747	0.180518
1748	0.180522
1749	0.180529
1750	0.180535
1751	0.180273
1752	0.18028
1753	0.180285
1754	0.180291
1755	0.180296
1756	0.1803
1757	0.180305
1758	0.180308
1759	0.180311
1760	0.180314
1761	0.180317
1762	0.180319
1763	0.180322
1764	0.180325
1765	0.180328
1766	0.18033
1767	0.180332
1768	0.180334
1769	0.180336
1770	0.180337
1771	0.180338
1772	0.180339
1773	0.180341
1774	0.180342
1775	0.180343
1776	0.180345
1777	0.180346
1778	0.180348
1779	0.180349
1780	0.180349
1781	0.18035
1782	0.180352
1783	0.180355
1784	0.180356
1785	0.18036
1786	0.180362
1787	0.180365
1788	0.180368
1789	0.18037
1790	0.180373
1791	0.180375
1792	0.180376
1793	0.180378
1794	0.180381
1795	0.180384
1796	0.180387
1797	0.18039
1798	0.180393
1799	0.180395
1800	0.180396
1801	0.180053
1802	0.180053
1803	0.180052
1804	0.18005
1805	0.180048
1806	0.180045
1807	0.180042
1808	0.180038
1809	0.180037
1810	0.180036
1811	0.180035
1812	0.180035
1813	0.180034
1814	0.180034
1815	0.180032
1816	0.18003
1817	0.180028
1818	0.180025
1819	0.180022
1820	0.18002
1821	0.180019
1822	0.180018
1823	0.180017
1824	0.180017
1825	0.180017
1826	0.180016
1827	0.180013
1828	0.18001
1829	0.180006
1830	0.180001
1831	0.179996
1832	0.179991
1833	0.179984
1834	0.179977
1835	0.179971
1836	0.179966
1837	0.179961
1838	0.179957
1839	0.179956
1840	0.179955
1841	0.179954
1842	0.179953
1843	0.179952
1844	0.179951
1845	0.179949
1846	0.179947
1847	0.179945
1848	0.179941
1849	0.179938
1850	0.179935
1851	0.17955
1852	0.179549
1853	0.179548
1854	0.179548
1855	0.179548
1856	0.179548
1857	0.179549
1858	0.179549
1859	0.179549
1860	0.179548
1861	0.179547
1862	0.179547
1863	0.179546
1864	0.179545
1865	0.179544
1866	0.179546
1867	0.179547
1868	0.179549
1869	0.179549
1870	0.17955
1871	0.17955
1872	0.179551
1873	0.179552
